timestamp,open,high,low,close,volume
2023-06-15,0.071006,0.072161,0.06946,0.069789,518159999.99999994
2023-06-14,0.071922,0.072854,0.070159,0.071008,373030000.0
2023-06-13,0.071143,0.072735,0.07107,0.071921,405060000.0
2023-06-12,0.070236,0.071262,0.069303,0.07107,345720000.0
2023-06-11,0.069609,0.070574,0.068221,0.070233,375170000.0
2023-06-10,0.071988,0.072016,0.064514,0.069611,1260000000.0
2023-06-09,0.077413,0.078396,0.071156,0.071987,947230000.0
2023-06-08,0.076752,0.078046,0.076151,0.077412,350430000.0
2023-06-07,0.078183,0.078894,0.076289,0.076752,529690000.00000006
2023-06-06,0.07835,0.079177,0.077398,0.078183,553820000.0
2023-06-05,0.08138,0.081861,0.077462,0.078347,614480000.0
2023-06-04,0.081758,0.082788,0.080157,0.08138,591390000.0
2023-06-03,0.082678,0.085779,0.080939,0.08176,1240000000.0
2023-06-02,0.074764,0.083714,0.074604,0.082654,807240000.0
2023-06-01,0.075219,0.075448,0.074065,0.074758,395980000.0
2023-05-31,0.076361,0.07665,0.075082,0.075218,489280000.0
2023-05-30,0.0761,0.076984,0.075717,0.076368,444320000.0
2023-05-29,0.077422,0.078051,0.076054,0.0761,398770000.0
2023-05-28,0.077153,0.078012,0.076723,0.077422,366920000.0
2023-05-27,0.07532,0.077228,0.075182,0.077153,357140000.0
2023-05-26,0.076755,0.077427,0.07532,0.07532,531179999.99999994
2023-05-25,0.07686,0.078305,0.07663,0.076755,596150000.0
2023-05-24,0.078486,0.078541,0.076436,0.076859,608000000.0
2023-05-23,0.077972,0.079515,0.077628,0.078485,555300000.0
2023-05-22,0.075011,0.079261,0.074269,0.077968,1110000000.0
2023-05-21,0.072589,0.078031,0.071991,0.075014,932860000.0
2023-05-20,0.070668,0.072944,0.070533,0.07259,643030000.0
2023-05-19,0.070165,0.070832,0.070077,0.070667,284340000.0
2023-05-18,0.071211,0.071373,0.069872,0.070166,485820000.0
2023-05-17,0.070543,0.071394,0.070229,0.071183,450440000.0
2023-05-16,0.070258,0.070766,0.069937,0.070544,447900000.0
2023-05-15,0.069396,0.070507,0.069139,0.070258,339180000.0
2023-05-14,0.069337,0.069744,0.06884,0.069396,344710000.0
2023-05-13,0.069078,0.070071,0.068407,0.069348,313420000.0
2023-05-12,0.067722,0.069239,0.067175,0.069077,558500000.0
2023-05-11,0.069336,0.069587,0.066858,0.067723,578190000.0
2023-05-10,0.069054,0.070366,0.068148,0.069335,571540000.0
2023-05-09,0.068487,0.069329,0.067947,0.069051,445000000.0
2023-05-08,0.069212,0.069376,0.066808,0.068487,574760000.0
2023-05-07,0.070239,0.070472,0.069086,0.069222,390200000.0
2023-05-06,0.070919,0.071076,0.069603,0.07024,439940000.0
2023-05-05,0.069391,0.071353,0.069384,0.070918,572430000.0
2023-05-04,0.069263,0.069661,0.068948,0.069393,455630000.0
2023-05-03,0.069222,0.069571,0.068174,0.069262,694010000.0
2023-05-02,0.068512,0.06989,0.067174,0.069222,623050000.0
2023-05-01,0.067138,0.069338,0.066844,0.068512,811140000.0
2023-04-30,0.067992,0.068057,0.067132,0.067132,463660000.0
2023-04-29,0.066669,0.068218,0.066631,0.067991,437660000.0
2023-04-28,0.065761,0.066679,0.065631,0.066675,396380000.0
2023-04-27,0.065079,0.066079,0.065004,0.065762,459140000.0
2023-04-26,0.065846,0.067098,0.063991,0.065079,746020000.0
2023-04-25,0.066092,0.066202,0.065248,0.065848,440680000.0
2023-04-24,0.0667,0.066963,0.065857,0.066092,476320000.0
2023-04-23,0.066109,0.066977,0.065527,0.066701,477010000.0
2023-04-22,0.064973,0.066211,0.064844,0.066107,501320000.0
2023-04-21,0.065412,0.066018,0.064302,0.064968,577950000.0
2023-04-20,0.065634,0.066638,0.064653,0.065412,736890000.0
2023-04-19,0.066809,0.06711,0.064972,0.065635,741570000.0
2023-04-18,0.065747,0.066816,0.065519,0.066803,440040000.0
2023-04-17,0.066548,0.066642,0.065403,0.065747,507090000.0
2023-04-16,0.065882,0.06668,0.065626,0.066544,302790000.0
2023-04-15,0.066185,0.066247,0.065527,0.065877,356140000.0
2023-04-14,0.065239,0.066998,0.065141,0.066181,649260000.0
2023-04-13,0.065128,0.065475,0.064517,0.065238,661570000.0
2023-04-12,0.066336,0.066452,0.062189,0.065121,1180000000.0
2023-04-11,0.067302,0.067771,0.065364,0.066349,966520000.0
2023-04-10,0.066618,0.067434,0.066172,0.067303,528690000.00000006
2023-04-09,0.066127,0.06688,0.065911,0.066617,398690000.0
2023-04-08,0.066058,0.066547,0.065708,0.066135,406050000.0
2023-04-07,0.066089,0.066507,0.06559,0.066053,436890000.0
2023-04-06,0.06616,0.066692,0.065553,0.066088,634070000.0
2023-04-05,0.065734,0.066682,0.065377,0.066159,545320000.0
2023-04-04,0.06575,0.066808,0.065587,0.065733,672820000.0
2023-04-03,0.065183,0.066219,0.064308,0.06575,643660000.0
2023-04-02,0.066475,0.066936,0.064882,0.065188,516110000.0
2023-04-01,0.065531,0.067135,0.065359,0.066475,668280000.0
2023-03-31,0.064795,0.066145,0.064398,0.065532,648560000.0
2023-03-30,0.064323,0.06544,0.063661,0.064777,779080000.0
2023-03-29,0.064193,0.065449,0.063936,0.064341,714860000.0
2023-03-28,0.06355,0.064477,0.063343,0.064188,659060000.0
2023-03-27,0.064122,0.064399,0.061874,0.063551,671550000.0
2023-03-26,0.063685,0.064862,0.063348,0.064121,560400000.0
2023-03-25,0.063383,0.064346,0.062745,0.063684,601950000.0
2023-03-24,0.065159,0.065517,0.060523,0.063372,901020000.0
2023-03-23,0.059777,0.066534,0.059418,0.065159,1940000000.0
2023-03-22,0.066998,0.068131,0.05692,0.059741,2069999999.9999998
2023-03-21,0.065026,0.067309,0.064911,0.067007,787920000.0
2023-03-20,0.066502,0.066939,0.06481,0.065022,743940000.0
2023-03-19,0.065798,0.067337,0.065633,0.066489,649700000.0
2023-03-18,0.067643,0.068075,0.06525,0.065799,830270000.0
2023-03-17,0.065126,0.067853,0.06478,0.06765,911870000.0
2023-03-16,0.065156,0.066925,0.06481,0.065136,891550000.0
2023-03-15,0.06698,0.067839,0.064182,0.065153,1070000000.0000001
2023-03-14,0.066949,0.068952,0.065713,0.066975,1600000000.0
2023-03-13,0.064582,0.06845,0.06441,0.066957,2240000000.0
2023-03-12,0.058784,0.064538,0.058416,0.064534,1270000000.0
2023-03-11,0.057359,0.058913,0.05216,0.058786,1530000000.0
2023-03-10,0.058679,0.058723,0.055578,0.057359,2049999999.9999998
2023-03-09,0.065312,0.06635,0.056984,0.058603,1600000000.0
2023-03-08,0.066254,0.066534,0.064811,0.065314,620020000.0
2023-03-07,0.06739,0.067723,0.065763,0.066238,596580000.0
2023-03-06,0.067248,0.067682,0.066645,0.06739,461820000.0
2023-03-05,0.066708,0.067853,0.066543,0.067247,424910000.0
2023-03-04,0.067151,0.06758,0.066061,0.066703,489720000.0
2023-03-03,0.069719,0.069806,0.066376,0.06715,729640000.0
2023-03-02,0.069855,0.070343,0.068951,0.069675,469410000.0
2023-03-01,0.069045,0.070261,0.068743,0.069857,507080000.0
2023-02-28,0.069429,0.069818,0.068546,0.069045,506130000.0
2023-02-27,0.069513,0.069706,0.068423,0.069429,534950000.00000006
2023-02-26,0.067844,0.069739,0.067831,0.069524,447060000.0
2023-02-25,0.067883,0.068848,0.066813,0.06784,525789999.99999994
2023-02-24,0.069545,0.069988,0.067366,0.067882,487380000.0
2023-02-23,0.069452,0.07044,0.069041,0.06955,488630000.0
2023-02-22,0.069489,0.069668,0.068097,0.069452,580390000.0
