timestamp,open,high,low,close,volume
2023-06-15,1650.96,1655.78,1633.16,1640.98,562580.0
2023-06-14,1739.6,1749.9,1636.49,1650.96,451130.0
2023-06-13,1742.6,1763.15,1727.64,1739.6,303230.0
2023-06-12,1752.8,1757.79,1722.92,1742.6,320470.0
2023-06-11,1751.56,1775.87,1740.02,1752.8,232040.0
2023-06-10,1840.41,1844.23,1719.16,1751.56,696590.0
2023-06-09,1845.68,1854.72,1828.66,1840.41,215710.0
2023-06-08,1832.1,1860.53,1829.38,1845.68,202780.0
2023-06-07,1884.63,1893.73,1823.42,1832.1,454830.0
2023-06-06,1811.19,1895.79,1800.75,1884.17,518570.00000000006
2023-06-05,1890.0,1890.53,1782.82,1811.2,588610.0
2023-06-04,1892.05,1914.12,1884.54,1890.04,183070.0
2023-06-03,1907.1,1907.9,1884.17,1892.05,157100.0
2023-06-02,1861.77,1910.01,1847.84,1907.1,329160.0
2023-06-01,1873.62,1888.07,1846.23,1861.77,286980.0
2023-05-31,1900.59,1906.21,1852.0,1873.63,337870.0
2023-05-30,1892.61,1915.91,1882.97,1900.59,288670.0
2023-05-29,1908.37,1925.74,1878.33,1892.61,338070.0
2023-05-28,1829.91,1914.92,1824.7,1908.35,401090.0
2023-05-27,1827.8,1835.94,1817.35,1829.91,147460.0
2023-05-26,1805.62,1837.39,1798.1,1827.8,290890.0
2023-05-25,1799.91,1817.05,1764.92,1805.69,370600.0
2023-05-24,1854.08,1854.08,1781.7,1799.91,441640.0
2023-05-23,1817.19,1868.89,1815.41,1854.08,428050.0
2023-05-22,1804.89,1827.38,1792.35,1817.19,250270.0
2023-05-21,1819.66,1827.47,1799.03,1804.89,170050.0
2023-05-20,1812.32,1828.06,1807.08,1819.68,134460.0
2023-05-19,1800.95,1829.33,1796.99,1812.32,253500.0
2023-05-18,1822.12,1831.51,1774.77,1800.99,311240.0
2023-05-17,1823.98,1834.44,1785.78,1821.73,376260.0
2023-05-16,1817.11,1830.01,1797.6,1823.98,325770.0
2023-05-15,1799.36,1845.27,1786.61,1817.11,405840.0
2023-05-14,1795.11,1822.93,1791.86,1799.36,229740.0
2023-05-13,1807.31,1814.55,1786.23,1794.95,223650.0
